Filename,alert_type,Abs_XFit_Intercept,Abs_XFit_Slope,Frame_Number,Id,label,TiltAngle,Class,FrontDetected,SideDetected,RearDetected,InTraffic,InTheSameLane,Rotation,AbsAngle,AngleToCloserSide,AngleFromTop,AngleFromHorizon,Distance,DistanceY,DistanceX,VectorToSide,BoxBottom,BoxTop,BoxArea,AreaRatio8Frames,AreaRatio4Frames,MedianDistance,MedianDistanceX,MedianDistanceY,Abs_MedianAngle,MedianVelocity,MedianAngularVelocity,AnglesSTD,DistancesSTD,BoxAreaSTD,VelocitySTD,DistanceXInCollision,PredictedX,MaxMinDist8Frames,MaxMinBoxArea8Frames,MaxMinAngle8Frames,DistanceOverArea,ClosestVector,TimeToCollision,TimeToCollisionFullSeries,TimeToScreenBottom,TimeToCollisionBoxArea,TimeToCollisionBoxAreaFullSeries,DistancesFit.Intercept,DistancesFit.Slope,YFit.Intercept,YFit.Slope,Abs_XFit_Intercept,Abs_XFit_Slope,,Abs_AnglesFit_Intercept,Abs_AnglesFit_Slope,Abs_AnglesToCloserSideFit_Intercept,Abs_AnglesToCloserSideFit_Slope,Abs_AnglesToFurtherSideFit_Intercept,Abs_AnglesToFurtherSideFit_Slope,Abs_AngularVelocityFit_Intercept,Abs_AngularVelocityFit_Slope,BoxAreasFit.Intercept,BoxAreasFit.Slope,BoxBottomFit.Intercept,BoxBottomFit.Slope,BoxWidthsFit.Intercept,BoxWidthsFit.Slope,BoxHeightsFit.Intercept,BoxHeightsFit.Slope,RotationsFit.Intercept,RotationsFit.Slope,VelocityFit.Intercept,VelocityFit.Slope,DistancesSlopeOverSTD,AngleSlopeOverSTD,BoxAreaSlopeOverSTD,XFitRadius,BoxRight,BoxLeft,DistanceFromClosestCornerPower,DistanceFromClosestCorner,BoxCenterMovementInX,BoxCenterMovementInY,BoxCenterNormalizedMovementInX,PhysicalRotation
Front_Alert_False_Side_16.mp4,Front_Collision,5.956,-0.707,90,126,0,0,0,0,1,0,0,0,1.571,54.973,-4.003,1.033,0.453,3.381,1.941,2.769,0.236,70.421,0,27.942,1.137,1.149,4.152,3.481,2.263,56.957,-0.584,0.646,2.068,2.143,2.059,0.106,3.646,0.299,5.222,6.331,5.575,0.121,-2.533,13.577,0.819,0,-7.979,-3.952,6.885,-0.781,3.455,-0.34,5.956,-0.707,1.047,60.001,-0.87,47.32,-5.527,68.522,0.092,0.265,0.109,20.101,0.717,0.67,0.002,0.292,0.021,0.449,0.008,1.846,-0.079,-0.631,0.013,1.485,2.039,1.582,35.976,49.03,3.742,1225476.75,14.094,-0.194,-0.02,-0.001,2.53
Front_Alert_False_Side_16.mp4,Front_Collision,4.267,-0.268,91,126,0,0,0,0,1,0,0,1,1.571,55.058,4.308,1.062,0.499,3.135,1.795,2.57,-0.235,71.836,0,30.008,1.202,1.161,4.011,3.331,2.235,56.129,-0.576,0.756,1.823,1.907,2.772,0.132,1.563,2.127,5.212,7.863,5.462,0.104,2.334,10.108,8.493,0,-7.964,-3.949,5.092,-0.309,2.764,-0.151,4.267,-0.268,0.419,58.758,-0.751,45.04,-6.323,67.929,0.299,0.431,0.093,19.364,1.158,0.661,0.005,0.307,0.023,0.443,0.012,1.571,0,-0.645,0.02,0.26,1.691,3.803,18.28,51.394,3.497,970098.75,12.309,-0.197,-0.005,0,2.532
Front_Collision_Side_05.mp4,Front_Collision,4.654,-0.173,42,437,1,0,0,0,1,0,0,0,1.571,50.867,-16.187,1.071,0.444,4.362,2.753,3.384,1.216,67.539,0,5.974,1.212,1.137,5.037,4.048,2.998,53.477,-0.154,0.419,1.179,0.425,0.564,0.029,1.083,3.269,1.225,1.648,3.478,0.73,-2.168,20.638,22.843,0,-7.963,-3.959,5.682,-0.184,3.273,-0.079,4.654,-0.173,0.252,55.184,-0.488,38.355,-2.639,64.549,0.106,0.381,0.011,4.004,0.249,0.646,0.002,0.268,0.012,0.201,0.006,1.571,0,-0.113,-0.012,0.098,0.702,0.181,21.687,47.153,11.377,13639318,129.549,-0.097,-0.006,0.004,2.459
Front_Alert_False_Junction_14.mp4,Front_Collision,4.294,-0.347,705,321,0,0,0,0,1,0,0,1,1.571,31.852,-10.577,1.079,0.127,3.876,3.292,2.045,-0.711,53.683,0,9.025,1.086,1.003,4.197,3.079,3.058,47.182,-0.236,-2.661,7.107,0.776,0.527,0,10.702,1.515,2.419,1.533,21.665,0.429,1.334,43.174,13.261,0,-7.988,-3.999,5.024,-0.236,3.087,-0.008,4.294,-0.347,0.355,56.495,-2.661,43.519,-7.09,64.328,-0.888,2.661,0,8.392,0.164,0.545,-0.001,0.303,0.022,0.29,0.003,1.571,0,-0.236,0,0.174,21.583,0.078,18.561,87.237,45.135,437022816,2037.402,-0.42,-0.036,-0.019,2.127
Front_Alert_False_Night_10.mp4,Front_Collision,4.633,-0.192,111,3296,0,0,0,0,1,0,0,0,1.571,55.003,-31.559,1.096,0.464,4.592,2.633,3.761,2.403,67.334,0,15.394,1.297,1.06,5.043,3.961,3.12,51.772,-0.389,-1.557,3.844,0.968,2.366,0.116,4.752,3.096,2.493,7.176,10.354,0.298,-1.358,48.846,8.448,0,-7.956,-3.982,6.406,-0.389,4.36,-0.354,4.633,-0.192,0.546,46.322,1.557,25.068,0.965,57.977,1.541,1.512,0.022,11.283,0.843,0.605,0.007,0.243,0.017,0.336,0.012,1.571,0,-0.335,-0.027,0.391,6.53,2.157,21.505,47.011,14.055,21079612,197.652,0.173,0.023,0.008,2.531
Front_Collision_Side_05.mp4,Front_Collision,4.472,-0.18,43,437,1,0,0,0,1,0,0,0,1.571,49.465,-11.111,1.102,0.481,4.21,2.736,3.2,0.811,67.957,0,6.551,1.255,1.142,4.818,3.841,2.909,52.84,-0.167,0.436,1.519,0.427,0.697,0.027,0.306,3.029,1.26,2.111,4.646,0.643,-2.389,26.491,21.655,0,-7.957,-3.953,5.463,-0.184,3.174,-0.076,4.472,-0.18,0.256,55.148,-0.659,37.359,-3.278,64.641,0.102,0.361,0.021,4.092,0.295,0.648,0.002,0.279,0.012,0.204,0.006,1.571,0,-0.127,-0.012,0.1,1.33,0.264,20.032,48.988,12.279,15479777,150.87,-0.122,-0.014,0.005,2.434
Front_Alert_False_Side_16.mp4,Front_Collision,3.909,-0.213,92,126,0,0,0,0,1,0,0,1,1.571,54.674,17.366,1.102,0.563,2.932,1.696,2.392,-0.875,73.475,0,32.742,1.276,1.166,3.835,3.162,2.169,55.551,-0.563,0.756,1.293,1.443,3.66,0.161,1.694,2.202,4.867,10.597,3.971,0.09,1.517,10.384,10.952,0,-7.95,-3.95,4.703,-0.248,2.617,-0.128,3.909,-0.213,0.341,57.272,-0.492,42.082,-7.311,67.168,0.549,0.642,0.033,19.278,1.62,0.654,0.009,0.323,0.025,0.443,0.016,1.571,0,-0.73,0.048,0.208,0.742,7.598,15.326,54.879,3.246,741338.688,10.607,-0.201,0.022,0,2.525
Front_Collision_Side_04.mp4,Front_Collision,3.159,-0.147,33,435,-1,0,0,0,1,0,0,1,1.571,18.691,-3.694,1.124,0.234,6.265,5.934,2.008,-0.404,44.873,0,2.999,1.361,1.152,7.09,2.645,6.578,21.902,-0.32,-0.036,1.482,0.47,0.425,0.105,0.167,1.984,1.586,1.24,4.432,2.089,1.604,22.635,29.956,0,-7.935,-3.955,7.81,-0.206,7.152,-0.164,3.159,-0.147,0.311,24.096,-0.627,6.651,-1.163,37.731,-0.154,0.607,-0.184,1.697,0.186,0.433,0,0.211,0.005,0.132,0.006,1.571,0,-0.482,0.046,0.143,1.176,0.101,10,74.868,49.312,738970176,2431.946,-0.062,-0.045,-0.088,1.897
Front_Collision_Side_05.mp4,Front_Collision,4.21,-0.175,44,437,1,0,0,0,1,0,0,0,1.571,48.063,-6.363,1.129,0.513,4.12,2.754,3.065,0.457,68.19,0,7.23,1.301,1.182,4.573,3.599,2.822,51.894,-0.172,0.45,1.91,0.402,0.869,0.021,1.6,2.813,1.16,2.712,5.568,0.57,-2.608,33.289,22.249,0,-7.951,-3.94,5.172,-0.171,3.042,-0.063,4.21,-0.175,0.238,54.704,-0.803,35.112,-3.808,64.897,0.029,0.294,0.045,4.258,0.35,0.65,0.002,0.293,0.012,0.208,0.007,1.571,0,-0.146,-0.008,0.084,1.879,0.381,17.752,50.642,13.031,17182456,169.909,-0.138,-0.025,0.006,2.41
Front_Collision_Side_15.mp4,Front_Collision,2.806,-0.081,53,497,1,0,0,0,1,0,0,1,1.571,50.676,24.682,1.134,0.568,2.794,1.771,2.162,-1.167,71.212,0,18.755,1.357,1.169,3.14,2.524,1.868,53.475,-0.091,-0.355,1.455,0.188,2.622,0.022,0.024,2.161,0.584,8.474,4.08,0.149,0.995,35.084,34.765,0,-7.934,-3.946,3.42,-0.08,1.95,-0.023,2.806,-0.081,0.104,55.838,-0.675,5.883,-3.928,69.94,0.133,1.066,-0.203,10.474,1.156,0.685,0.002,0.466,0.012,0.328,0.015,1.571,0,-0.125,0.01,0.02,1.278,4.321,7.881,59.403,3.195,845978.938,10.291,-0.095,-0.106,0.004,2.455
Front_Alert_False_Side_16.mp4,Front_Collision,3.608,-0.199,93,126,0,0,0,0,1,0,0,1,1.571,53.632,28.252,1.134,0.612,2.744,1.627,2.209,-1.299,74.327,0,34.884,1.32,1.167,3.545,2.911,2.025,55.211,-0.492,0.756,1.078,0.52,4.346,0.184,1.192,2.014,1.498,12.477,3.764,0.079,0.911,12.12,11.404,0,-7.941,-3.95,4.326,-0.223,2.387,-0.104,3.608,-0.199,0.303,56.751,-0.44,37.558,-8.348,67.21,0.755,0.848,-0.026,19.941,1.991,0.657,0.012,0.342,0.027,0.453,0.019,1.571,0,-0.684,0.055,0.143,0.676,11.381,13.059,57.987,3.02,601211.75,9.188,-0.205,0.032,0.001,2.507
Front_Alert_False_Junction_67.mp4,Front_Collision,3.338,-0.11,28,959,0,0,0,0,1,0,0,1,1.571,33.935,5.844,1.135,0.308,4.344,3.605,2.425,-0.442,58.691,0,7.523,1.101,1.022,4.384,2.952,3.367,41.238,-0.081,1.019,3.892,0.066,0.399,0.063,11.637,2.456,0.189,1.158,11.527,0.578,1.983,135.844,233.687,0,-7.985,-3.995,4.449,-0.018,3.111,0.073,3.338,-0.11,0.037,47.278,-1.726,18.328,-3.273,60.95,-0.693,0.711,0.088,6.663,0.171,0.565,0.003,0.359,0.001,0.258,0.003,1.571,0,-0.162,0.023,0.001,8.819,0.085,11.151,53.08,16.212,44848388,262.992,-0.221,0.014,-0.004,2.163
Front_Collision_Side_04.mp4,Front_Collision,3.017,-0.149,34,435,-1,0,0,0,1,0,0,1,1.571,17.986,-5.787,1.143,0.249,5.986,5.694,1.848,-0.604,44.808,0,3.107,1.341,1.087,6.933,2.496,6.467,21.087,-0.276,-0.207,1.662,0.475,0.409,0.088,0.121,1.826,1.522,1.211,4.717,1.927,1.245,21.091,29.192,0,-7.946,-3.975,7.653,-0.206,7.041,-0.164,3.017,-0.149,0.313,23.588,-0.714,6.233,-1.432,37.432,-0.116,0.388,-0.17,1.942,0.177,0.43,0.001,0.21,0.007,0.141,0.005,1.571,0,-0.412,0.039,0.136,1.448,0.092,9.122,74.979,47.998,701764800,2304.116,-0.081,-0.03,-0.08,1.885
Front_Alert_False_Traffic_78_Bus.mp4,Front_Collision,1.476,-0.057,180,1421,0,1.367,1,0,1,1,0,1,2.994,12.47,19.825,1.155,0.369,4.793,4.68,1.035,-1.625,60.307,0,19.27,1.078,1.054,5.276,1.276,5.101,13.92,-0.094,0.142,1.046,0.224,0.787,0.02,0.13,1.019,0.666,2.297,2.587,0.249,-0.591,28.129,48.424,0,-7.982,-3.977,5.624,-0.1,5.395,-0.084,1.476,-0.057,0.141,15.424,-0.43,14.722,0.655,39.363,-0.15,0.023,-0.047,16.475,0.354,0.497,-0.001,0.304,0.003,0.406,0.004,2.962,0.004,-0.115,0.006,0.03,0.457,0.366,2.182,80.835,49.14,380450336,2414.902,-0.04,-0.049,0.001,3.072
Front_Collision_Side_05.mp4,Front_Collision,4.014,-0.163,45,437,1,0,0,0,1,0,0,0,1.571,46.597,-2.202,1.159,0.557,4.096,2.815,2.976,0.157,68.672,0,8.064,1.343,1.221,4.419,3.445,2.799,51.207,-0.172,0.468,2.341,0.358,1.073,0.014,3.175,2.712,1.011,3.281,6.919,0.508,-2.819,44.16,25.29,0,-7.941,-3.93,4.938,-0.148,2.927,-0.036,4.014,-0.163,0.199,54.766,-1.017,32.859,-4.215,65.238,-0.068,0.173,0.084,4.327,0.429,0.652,0.002,0.307,0.012,0.211,0.009,1.571,0,-0.169,-0.001,0.062,3.057,0.562,16.141,52.037,14.241,19904844,202.911,-0.155,-0.035,0.007,2.384
Front_Alert_False_Traffic_30.mp4,Front_Collision,2.553,-0.076,55,2160,0,0,0,0,0,0,0,0,2.522,39.214,-19.824,1.161,0.48,3.159,2.447,1.997,1.071,64.638,0,5.385,1.746,1.267,4.17,2.289,3.488,33.255,-0.217,-1.158,3.828,0.775,1.068,0.074,1.679,1.948,2.223,3.219,12.178,0.587,-0.926,11.556,7.987,0,-7.848,-3.918,5.338,-0.334,4.725,-0.354,2.553,-0.076,0.43,27.312,1.698,15.681,0.614,37.136,2.087,0.79,0.105,1.783,0.455,0.574,0.008,0.111,0.01,0.139,0.013,3.142,0,-0.109,-0.031,0.32,9.172,0.623,6.526,43.592,24.792,76857800,614.758,0.099,0.022,0.069,3.077
Front_Alert_False_Lane_Splitting_05.mp4,Front_Collision,2.4,-0.08,396,1812,0,0,0,0,0,0,0,0,2.639,28.952,-14.826,1.162,0.132,3.801,3.326,1.84,0.973,53.051,0,5.817,1.536,1.124,4.571,2.12,4.05,27.67,-0.139,-0.298,1.538,0.719,1.015,0.121,0.39,1.759,1.654,2.551,3.646,0.653,-0.867,34.822,11.45,0,-7.92,-3.963,5.574,-0.287,5.013,-0.275,2.4,-0.08,0.355,25.482,0.625,14.771,0.034,34.544,0.921,0.016,-0.089,3.082,0.413,0.493,0.004,0.118,0.006,0.178,0.01,3.196,-0.083,0.033,-0.049,0.189,0.926,0.429,5.768,44.874,29.25,188577552,855.766,0.049,-0.023,0.038,3.139
Front_Collision_Night_03_Traffic.mp4,Front_Collision,3.255,-0.097,74,393,1,0,0,0,1,1,0,0,2.952,34.283,-20.715,1.165,0.031,4.652,3.844,2.62,1.645,49.352,0,4.54,1.266,1.084,5.316,2.916,4.444,33.308,-0.216,-0.275,0.62,0.472,0.53,0,1.159,2.482,1.601,1.614,2.072,1.025,-0.975,21.691,20.142,0,-7.958,-3.975,6.071,-0.216,5.106,-0.189,3.255,-0.097,0.286,32.345,0.275,21.771,-0.206,41.076,0.51,0.275,0,3.156,0.224,0.443,0.002,0.146,0.006,0.178,0.006,2.952,-0.003,-0.216,0,0.158,0.253,0.153,10.602,47.238,28.876,213898352,834.103,0.022,-0.019,0.02,2.733
Front_Alert_False_Traffic_34.mp4,Front_Collision,2.098,-0.052,763,2772,0,0,0,0,1,1,0,0,3.006,38.701,-8.373,1.165,0.492,2.942,2.296,1.84,0.428,64.956,0,9.092,1.296,1.169,3.637,1.917,3.087,31.912,-0.099,-0.702,2.554,0.414,1.108,0.047,1.008,1.685,1.133,3.6,8.162,0.324,-1.411,21.127,17.001,0,-7.952,-3.949,4.228,-0.169,3.706,-0.177,2.098,-0.052,0.229,28.865,0.871,4.432,0.167,46.628,0.962,0.759,-0.016,5.448,0.44,0.621,0.002,0.213,0.007,0.235,0.009,3.005,0,-0.029,-0.02,0.078,2.422,0.63,4.402,47.28,21.298,55705476,453.709,0.062,-0.03,0.016,2.601
Front_Alert_False_Traffic_47.mp4,Front_Collision,3.767,-0.089,373,3549,0,0,0,0,1,1,0,0,2.965,39.062,-26.378,1.166,0.46,5.084,3.948,3.204,2.259,63.457,0,5.294,1.342,1.384,6.335,3.455,5.257,33.93,-0.018,-1.135,3.206,0.814,0.765,0.152,2.358,3.055,2.637,2.209,9.949,0.96,-0.945,15.836,12.846,0,-7.933,-3.873,7.613,-0.365,6.585,-0.379,3.767,-0.089,0.468,29.059,1.392,20.247,1.053,36.829,1.489,0.878,0.074,2.316,0.263,0.51,0.005,0.104,0.005,0.156,0.007,3.001,-0.004,0.19,-0.059,0.432,6.011,0.199,14.196,42.593,26.817,96031008,719.274,0.113,0.029,0.034,2.636
Front_Alert_False_Traffic_31.mp4,Front_Collision,3.674,-0.13,2018,2456,0,0,0,0,1,1,0,0,2.949,37.48,-17.472,1.166,0.443,4.516,3.584,2.748,1.356,62.78,0,4.697,1.654,1.273,6.261,3.221,5.369,31.494,-3.567,-0.772,2.86,38.883,0.919,3.272,2.379,2.638,120.951,2.632,8.095,0.961,-1.392,9.998,8.757,0,-7.863,-3.919,7.913,-0.472,7.085,-0.49,3.674,-0.13,0.62,27.402,1.169,14.444,0.303,38.51,1.513,0.791,-0.005,1.637,0.377,0.561,0.005,0.133,0.009,0.134,0.011,2.893,0.007,-4.082,0.147,0.694,3.869,0.408,13.517,45.079,24.628,84027960,606.699,0.085,-0.013,0.064,2.68
Front_Alert_False_Lane_Splitting_17.mp4,Front_Collision,2.329,-0.049,63,2433,0,0,0,0,1,1,0,0,3.005,33.901,-8.455,1.166,0.369,3.592,2.981,2.003,0.528,59.912,0,6.272,1.565,1.15,4.382,2.156,3.776,30.495,-0.078,-0.736,2.501,0.42,1.225,0.055,1.633,1.933,1.193,3.778,7.901,0.573,-1.475,14.073,17.059,0,-7.902,-3.955,5.094,-0.203,4.499,-0.207,2.329,-0.049,0.256,26.876,1.034,10.551,-0.355,40.228,1.488,0.214,0.149,3.078,0.509,0.557,0.007,0.161,0.011,0.18,0.012,2.971,0.005,-0.019,-0.017,0.117,3.377,0.8,5.426,47.545,23.586,89399536,556.449,0.054,0.022,0.038,2.686
Front_Alert_False_Traffic_34.mp4,Front_Collision,2.817,-0.04,525,2752,0,0,1,0,0,0,0,0,2.562,33.648,-15.393,1.167,0.378,4.579,3.812,2.537,1.216,60.215,0,7.088,1.454,1.12,5.218,2.676,4.479,30.878,-0.261,-1.167,3.007,9.156,1.176,0,1.797,2.495,28.237,3.45,9.306,0.646,-1.322,25.317,15.491,0,-7.891,-3.951,6.132,-0.261,5.456,-0.279,2.817,-0.04,0.319,26.794,1.167,12.859,0.489,38.081,1.42,1.167,0,3.931,0.52,0.574,0.002,0.131,0.008,0.201,0.011,2.671,-0.02,-0.261,0,0.21,4.213,0.792,7.938,44.52,26.507,111210032,702.764,0.098,-0.05,0.03,3.133
